Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Bluebright Leaves
appliedenergistics2:facade:0, Cable Facade - Bluebright Wood
appliedenergistics2:facade:0, Cable Facade - Bluebright Wood Planks
appliedenergistics2:facade:0, Cable Facade - Turquoise Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Turquoise Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Turquoise Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Starlit Leaves
appliedenergistics2:facade:0, Cable Facade - Starlit Wood
appliedenergistics2:facade:0, Cable Facade - Starlit Wood Planks
appliedenergistics2:facade:0, Cable Facade - Frostbright Leaves
appliedenergistics2:facade:0, Cable Facade - Frostbright Wood
appliedenergistics2:facade:0, Cable Facade - Frostbright Wood Planks
appliedenergistics2:facade:0, Cable Facade - Bluebright Crafting Table
appliedenergistics2:facade:0, Cable Facade - Starlit Crafting Table
appliedenergistics2:facade:0, Cable Facade - Frostbright Crafting Table
appliedenergistics2:facade:0, Cable Facade - Midnight Sand
appliedenergistics2:facade:0, Cable Facade - Midnight Sandstone
appliedenergistics2:facade:0, Cable Facade - Chiseled Midnight Sandstone
appliedenergistics2:facade:0, Cable Facade - Smooth Midnight Sandstone
appliedenergistics2:facade:0, Cable Facade - Diopside Ore
appliedenergistics2:facade:0, Cable Facade - Pyrope Ore
appliedenergistics2:facade:0, Cable Facade - Turquoise Ore
appliedenergistics2:facade:0, Cable Facade - Charoite Ore
appliedenergistics2:facade:0, Cable Facade - Moonstone Ore
appliedenergistics2:facade:0, Cable Facade - Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Falsite Ore
appliedenergistics2:facade:0, Cable Facade - Ventium Ore
appliedenergistics2:facade:0, Cable Facade - Lunar Grass Block
appliedenergistics2:facade:0, Cable Facade - Lunar Dirt
appliedenergistics2:facade:0, Cable Facade - Coarse Lunar Dirt
appliedenergistics2:facade:0, Cable Facade - Lunar Stone
appliedenergistics2:facade:0, Cable Facade - Lunar Cobblestone
appliedenergistics2:facade:0, Cable Facade - Mossy Lunar Cobblestone
appliedenergistics2:facade:0, Cable Facade - Lunar Leaves
appliedenergistics2:facade:0, Cable Facade - Lunar Wood
appliedenergistics2:facade:0, Cable Facade - Lunar Wood Planks
appliedenergistics2:facade:0, Cable Facade - Lunar Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Lunar Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Lunar Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Lunar Crafting Table
appliedenergistics2:facade:0, Cable Facade - Dusk Crafting Table
appliedenergistics2:facade:0, Cable Facade - Maple Crafting Table
appliedenergistics2:facade:0, Cable Facade - Dusk Leaves
appliedenergistics2:facade:0, Cable Facade - Dusk Wood
appliedenergistics2:facade:0, Cable Facade - Dusk Wood Planks
appliedenergistics2:facade:0, Cable Facade - Maple Leaves
appliedenergistics2:facade:0, Cable Facade - Maple Wood
appliedenergistics2:facade:0, Cable Facade - Maple Wood Planks
appliedenergistics2:facade:0, Cable Facade - Crystal Sand
appliedenergistics2:facade:0, Cable Facade - Raw Moonstone Block
appliedenergistics2:facade:0, Cable Facade - Hidden Spike Block
appliedenergistics2:facade:0, Cable Facade - Crystal Sandstone
appliedenergistics2:facade:0, Cable Facade - Chiseled Crystal Sandstone
appliedenergistics2:facade:0, Cable Facade - Smooth Crystal Sandstone
appliedenergistics2:facade:0, Cable Facade - Diopside Ore
appliedenergistics2:facade:0, Cable Facade - Pyrope Ore
appliedenergistics2:facade:0, Cable Facade - Turquoise Ore
appliedenergistics2:facade:0, Cable Facade - Charoite Ore
appliedenergistics2:facade:0, Cable Facade - Moonstone Ore
appliedenergistics2:facade:0, Cable Facade - Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Horizonite Ore
appliedenergistics2:facade:0, Cable Facade - Cherry Grass Block
appliedenergistics2:facade:0, Cable Facade - Cherry Grass Block
appliedenergistics2:facade:0, Cable Facade - Cherry Leaves
appliedenergistics2:facade:0, Cable Facade - Cherry Wood
appliedenergistics2:facade:0, Cable Facade - Cherry Wood Planks
appliedenergistics2:facade:0, Cable Facade - Cherry Crafting Table
appliedenergistics2:facade:0, Cable Facade - Nectarine Leaves
appliedenergistics2:facade:0, Cable Facade - Charoite Block
appliedenergistics2:facade:0, Cable Facade - Diopside Block
appliedenergistics2:facade:0, Cable Facade - Pyrope Block
appliedenergistics2:facade:0, Cable Facade - Turquoise Block
appliedenergistics2:facade:0, Cable Facade - Horizonite Block
appliedenergistics2:facade:0, Cable Facade - Moonstone Block
appliedenergistics2:facade:0, Cable Facade - Moonstone Lantern
appliedenergistics2:facade:0, Cable Facade - Bluebright Bookshelf
appliedenergistics2:facade:0, Cable Facade - Starlit Bookshelf
appliedenergistics2:facade:0, Cable Facade - Frostbright Bookshelf
appliedenergistics2:facade:0, Cable Facade - Lunar Bookshelf
appliedenergistics2:facade:0, Cable Facade - Dusk Bookshelf
appliedenergistics2:facade:0, Cable Facade - Maple Bookshelf
appliedenergistics2:facade:0, Cable Facade - Cherry Bookshelf
appliedenergistics2:facade:0, Cable Facade - §5Poison Stone
appliedenergistics2:facade:0, Cable Facade - §5Glowing Poison Stone
appliedenergistics2:facade:0, Cable Facade - §7Blinding Stone
appliedenergistics2:facade:0, Cable Facade - §7Glowing Blinding Stone
appliedenergistics2:facade:0, Cable Facade - §2Nature Stone
appliedenergistics2:facade:0, Cable Facade - §2Glowing Nature Stone
appliedenergistics2:facade:0, Cable Facade - §cLife Stone
appliedenergistics2:facade:0, Cable Facade - §cGlowing Life Stone
appliedenergistics2:facade:0, Cable Facade - §9Aquatic Stone
appliedenergistics2:facade:0, Cable Facade - §9Glowing Aquatic Stone
appliedenergistics2:facade:0, Cable Facade - Protection Broadstone
appliedenergistics2:facade:0, Cable Facade - Songstone
appliedenergistics2:facade:0, Cable Facade - Gale Stone
appliedenergistics2:facade:0, Cable Facade - Light Gale Stone
appliedenergistics2:facade:0, Cable Facade - Locked Gale Stone
appliedenergistics2:facade:0, Cable Facade - Locked Light Gale Stone
appliedenergistics2:facade:0, Cable Facade - tile.gale_double_slab.name
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:encoded_pattern, Encoded Pattern
appliedenergistics2:paint_ball:0, Paint Ball - White
appliedenergistics2:paint_ball:1, Paint Ball - Orange
appliedenergistics2:paint_ball:2, Paint Ball - Magenta
appliedenergistics2:paint_ball:3, Paint Ball - Light Blue
appliedenergistics2:paint_ball:4, Paint Ball - Yellow
appliedenergistics2:paint_ball:5, Paint Ball - Lime
appliedenergistics2:paint_ball:6, Paint Ball - Pink
appliedenergistics2:paint_ball:7, Paint Ball - Gray
appliedenergistics2:paint_ball:8, Paint Ball - Light Gray
appliedenergistics2:paint_ball:9, Paint Ball - Cyan
appliedenergistics2:paint_ball:10, Paint Ball - Purple
appliedenergistics2:paint_ball:11, Paint Ball - Blue
appliedenergistics2:paint_ball:12, Paint Ball - Brown
appliedenergistics2:paint_ball:13, Paint Ball - Green
appliedenergistics2:paint_ball:14, Paint Ball - Red
appliedenergistics2:paint_ball:15, Paint Ball - Black
appliedenergistics2:paint_ball:20, Paint Ball - Lumen White
appliedenergistics2:paint_ball:21, Paint Ball - Lumen Orange
appliedenergistics2:paint_ball:22, Paint Ball - Lumen Magenta
appliedenergistics2:paint_ball:23, Paint Ball - Lumen Light Blue
appliedenergistics2:paint_ball:24, Paint Ball - Lumen Yellow
appliedenergistics2:paint_ball:25, Paint Ball - Lumen Lime
appliedenergistics2:paint_ball:26, Paint Ball - Lumen Pink
appliedenergistics2:paint_ball:27, Paint Ball - Lumen Gray
appliedenergistics2:paint_ball:28, Paint Ball - Lumen Light Gray
appliedenergistics2:paint_ball:29, Paint Ball - Lumen Cyan
appliedenergistics2:paint_ball:30, Paint Ball - Lumen Purple
appliedenergistics2:paint_ball:31, Paint Ball - Lumen Blue
appliedenergistics2:paint_ball:32, Paint Ball - Lumen Brown
appliedenergistics2:paint_ball:33, Paint Ball - Lumen Green
appliedenergistics2:paint_ball:34, Paint Ball - Lumen Red
appliedenergistics2:paint_ball:35, Paint Ball - Lumen Black
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, Advanced Card
appliedenergistics2:material:44, Annihilation Core
appliedenergistics2:material:25, Basic Card
appliedenergistics2:material:52, Blank Pattern
appliedenergistics2:material:23, Calculation Processor
appliedenergistics2:material:13, Inscriber Calculation Press
appliedenergistics2:material:16, Printed Calculation Circuit
appliedenergistics2:material:27, Capacity Card
appliedenergistics2:material:53, Crafting Card
appliedenergistics2:material:29, Fuzzy Card
appliedenergistics2:material:31, Inverter Card
appliedenergistics2:material:26, Redstone Card
appliedenergistics2:material:30, Acceleration Card
appliedenergistics2:material:34, 128³ Spatial Component
appliedenergistics2:material:37, 16k ME Storage Component
appliedenergistics2:material:33, 16³ Spatial Component
appliedenergistics2:material:35, 1k ME Storage Component
appliedenergistics2:material:32, 2³ Spatial Component
appliedenergistics2:material:36, 4k ME Storage Component
appliedenergistics2:material:38, 64k ME Storage Component
appliedenergistics2:material:0, Certus Quartz Crystal
appliedenergistics2:material:1, Charged Certus Quartz Crystal
appliedenergistics2:material:2, Certus Quartz Dust
appliedenergistics2:material:39, ME Storage Housing
appliedenergistics2:material:46, Ender Dust
appliedenergistics2:material:24, Engineering Processor
appliedenergistics2:material:14, Inscriber Engineering Press
appliedenergistics2:material:17, Printed Engineering Circuit
appliedenergistics2:material:4, Flour
appliedenergistics2:material:56, 16k ME Fluid Storage Component
appliedenergistics2:material:54, 1k ME Fluid Storage Component
appliedenergistics2:material:55, 4k ME Fluid Storage Component
appliedenergistics2:material:57, 64k ME Fluid Storage Component
appliedenergistics2:material:7, Fluix Crystal
appliedenergistics2:material:8, Fluix Dust
appliedenergistics2:material:9, Fluix Pearl
appliedenergistics2:material:43, Formation Core
appliedenergistics2:material:51, Gold Dust
appliedenergistics2:material:49, Iron Dust
appliedenergistics2:material:22, Logic Processor
appliedenergistics2:material:15, Inscriber Logic Press
appliedenergistics2:material:18, Printed Logic Circuit
appliedenergistics2:material:6, Matter Ball
appliedenergistics2:material:21, Inscriber Name Press
appliedenergistics2:material:3, Nether Quartz Dust
appliedenergistics2:material:10, Pure Certus Quartz Crystal
appliedenergistics2:material:12, Pure Fluix Crystal
appliedenergistics2:material:11, Pure Nether Quartz Crystal
appliedenergistics2:material:48, Quantum Entangled Singularity
appliedenergistics2:material:5, Silicon
appliedenergistics2:material:19, Inscriber Silicon Press
appliedenergistics2:material:20, Printed Silicon
appliedenergistics2:material:47, Singularity
appliedenergistics2:material:45, Sky Stone Dust
appliedenergistics2:material:41, Wireless Receiver
appliedenergistics2:material:42, Wireless Booster
appliedenergistics2:material:40, Wooden Gear
appliedenergistics2:part:300, ME Annihilation Plane
appliedenergistics2:part:120, Cable Anchor
appliedenergistics2:part:20, ME Covered Cable - White
appliedenergistics2:part:21, ME Covered Cable - Orange
appliedenergistics2:part:22, ME Covered Cable - Magenta
appliedenergistics2:part:23, ME Covered Cable - Light Blue
appliedenergistics2:part:24, ME Covered Cable - Yellow
appliedenergistics2:part:25, ME Covered Cable - Lime
appliedenergistics2:part:26, ME Covered Cable - Pink
appliedenergistics2:part:27, ME Covered Cable - Gray
appliedenergistics2:part:28, ME Covered Cable - Light Gray
appliedenergistics2:part:29, ME Covered Cable - Cyan
appliedenergistics2:part:30, ME Covered Cable - Purple
appliedenergistics2:part:31, ME Covered Cable - Blue
appliedenergistics2:part:32, ME Covered Cable - Brown
appliedenergistics2:part:33, ME Covered Cable - Green
appliedenergistics2:part:34, ME Covered Cable - Red
appliedenergistics2:part:35, ME Covered Cable - Black
appliedenergistics2:part:36, ME Covered Cable - Fluix
appliedenergistics2:part:500, ME Dense Covered Cable - White
appliedenergistics2:part:501, ME Dense Covered Cable - Orange
appliedenergistics2:part:502, ME Dense Covered Cable - Magenta
appliedenergistics2:part:503, ME Dense Covered Cable - Light Blue
appliedenergistics2:part:504, ME Dense Covered Cable - Yellow
appliedenergistics2:part:505, ME Dense Covered Cable - Lime
appliedenergistics2:part:506, ME Dense Covered Cable - Pink
appliedenergistics2:part:507, ME Dense Covered Cable - Gray
appliedenergistics2:part:508, ME Dense Covered Cable - Light Gray
appliedenergistics2:part:509, ME Dense Covered Cable - Cyan
appliedenergistics2:part:510, ME Dense Covered Cable - Purple
appliedenergistics2:part:511, ME Dense Covered Cable - Blue
appliedenergistics2:part:512, ME Dense Covered Cable - Brown
appliedenergistics2:part:513, ME Dense Covered Cable - Green
appliedenergistics2:part:514, ME Dense Covered Cable - Red
appliedenergistics2:part:515, ME Dense Covered Cable - Black
appliedenergistics2:part:516, ME Dense Covered Cable - Fluix
appliedenergistics2:part:60, ME Dense Smart Cable - White
appliedenergistics2:part:61, ME Dense Smart Cable - Orange
appliedenergistics2:part:62, ME Dense Smart Cable - Magenta
appliedenergistics2:part:63, ME Dense Smart Cable - Light Blue
appliedenergistics2:part:64, ME Dense Smart Cable - Yellow
appliedenergistics2:part:65, ME Dense Smart Cable - Lime
appliedenergistics2:part:66, ME Dense Smart Cable - Pink
appliedenergistics2:part:67, ME Dense Smart Cable - Gray
appliedenergistics2:part:68, ME Dense Smart Cable - Light Gray
appliedenergistics2:part:69, ME Dense Smart Cable - Cyan
appliedenergistics2:part:70, ME Dense Smart Cable - Purple
appliedenergistics2:part:71, ME Dense Smart Cable - Blue
appliedenergistics2:part:72, ME Dense Smart Cable - Brown
appliedenergistics2:part:73, ME Dense Smart Cable - Green
appliedenergistics2:part:74, ME Dense Smart Cable - Red
appliedenergistics2:part:75, ME Dense Smart Cable - Black
appliedenergistics2:part:76, ME Dense Smart Cable - Fluix
appliedenergistics2:part:0, ME Glass Cable - White
appliedenergistics2:part:1, ME Glass Cable - Orange
appliedenergistics2:part:2, ME Glass Cable - Magenta
appliedenergistics2:part:3, ME Glass Cable - Light Blue
appliedenergistics2:part:4, ME Glass Cable - Yellow
appliedenergistics2:part:5, ME Glass Cable - Lime
appliedenergistics2:part:6, ME Glass Cable - Pink
appliedenergistics2:part:7, ME Glass Cable - Gray
appliedenergistics2:part:8, ME Glass Cable - Light Gray
appliedenergistics2:part:9, ME Glass Cable - Cyan
appliedenergistics2:part:10, ME Glass Cable - Purple
appliedenergistics2:part:11, ME Glass Cable - Blue
appliedenergistics2:part:12, ME Glass Cable - Brown
appliedenergistics2:part:13, ME Glass Cable - Green
appliedenergistics2:part:14, ME Glass Cable - Red
appliedenergistics2:part:15, ME Glass Cable - Black
appliedenergistics2:part:16, ME Glass Cable - Fluix
appliedenergistics2:part:40, ME Smart Cable - White
appliedenergistics2:part:41, ME Smart Cable - Orange
appliedenergistics2:part:42, ME Smart Cable - Magenta
appliedenergistics2:part:43, ME Smart Cable - Light Blue
appliedenergistics2:part:44, ME Smart Cable - Yellow
appliedenergistics2:part:45, ME Smart Cable - Lime
appliedenergistics2:part:46, ME Smart Cable - Pink
appliedenergistics2:part:47, ME Smart Cable - Gray
appliedenergistics2:part:48, ME Smart Cable - Light Gray
appliedenergistics2:part:49, ME Smart Cable - Cyan
appliedenergistics2:part:50, ME Smart Cable - Purple
appliedenergistics2:part:51, ME Smart Cable - Blue
appliedenergistics2:part:52, ME Smart Cable - Brown
appliedenergistics2:part:53, ME Smart Cable - Green
appliedenergistics2:part:54, ME Smart Cable - Red
appliedenergistics2:part:55, ME Smart Cable - Black
appliedenergistics2:part:56, ME Smart Cable - Fluix
appliedenergistics2:part:420, ME Conversion Monitor
appliedenergistics2:part:360, ME Crafting Terminal
appliedenergistics2:part:200, Dark Illuminated Panel
appliedenergistics2:part:260, ME Export Bus
appliedenergistics2:part:302, ME Fluid Annihilation Plane
appliedenergistics2:part:261, ME Fluid Export Bus
appliedenergistics2:part:321, ME Fluid Formation Plane
appliedenergistics2:part:241, ME Fluid Import Bus
appliedenergistics2:part:441, ME Fluid Interface
appliedenergistics2:part:281, ME Fluid Level Emitter
appliedenergistics2:part:221, ME Fluid Storage Bus
appliedenergistics2:part:520, ME Fluid Terminal
